star_rating	review_body
5.0	Then you'll love this one, too!<br /><br />We bought our Quattro Tour Duo Stroller about a month ago, just after we had our second child.  We needed something compatible with our SnugRide infant car seat, which this is, and it is now my new favorite toy.<br /><br />Pros:  Its features are very, very similar to the Quatro Tour single stroller:  the seats and basket fold down the same way, it's compatible with the SnugRide car seat, car seat(s) load the same way and it folds down the same way.  I was amazed at how well this handles once we've got our 2-1/2-year-old in the front and our baby in the car seat in the back.<br /><br />It was definitely worth the extra money to go with this model and the new folding design.  When we tested this model side-by-side with the Graco Duo Glider at the store (old folding design), we oculdn't believe what a difference the new design made.  There is no way we could have fit the old one in the trunk of our Camry!  This one folds down a little taller than our single-seater, but otherwise you probably couldn't tell the difference.<br /><br />Cons:  This stroller is kind of heavy, but if all you're doing is taking it in and out of your car, it's not bad.  Once it's up and going, its weight isn't a factor at all.  Also, if you have a car seat in the back, the front seat doesn't recline at all.  Neither of these has been a problem for us, but it's good to know.<br /><br />Over all, I think Graco did a great job with this stroller.  For us, it was worth every penny.
5.0	When we were looking for a booster seat for my 3.5yr old, I was really surprised by how little padding most booster seats had.  I wanted to make sure that the one we got was padded enough for long car rides.  This one, the Big Kid Deluxe booster, has some of the best padding I've seen (although probably not as good as a regular car cushion).  It also has nifty reading lights, which he loves, nice arm rests and cup/snack holders.  The seatbelt holder keeps the seatbelt off his neck pretty well.  If I know that he'll fall asleep in the car, I'll take the pillow off so his head nestles in the wing of the headrest.  Sure, he'll fall forward if we stop at a stoplight, but that would happen with any regular seatbelt type booster.  We will probably get another one for the other car.
5.0	My 5 month old loves this thing. She will stare at it for several minutes, and it's absolutely a godsend when she's screaming in a public place or the car. I just bring it out, and it distracts her. The musical excerpts are also of a good length, so you don't get just a few seconds of music before having to push the button again. Couldn't be happier.
5.0	Very light weight and waterproof, by far the easiest mattress to handle. High quality and from the mattres leader Sealy.
5.0	We had this in lavender for our first daughter, and just bought the sage for our second.  They are lovely and soft, and last over time, as the first one we bought is still going strong after two years of toddler love and many washings.
5.0	My son is only 2 months old and he simply loves this, if he's fussy immediately I play it he calms down. Great quality, great sound!
5.0	Arrived quickly! Fits perfect on wooden changing table. Soft and thick!
5.0	Expensive but so worth it if you're looking for a safe pacifier.
5.0	Use this everyday and take it with us when visiting people with no high chair.  folds up and very lightweight
5.0	This is an adorable bedding set. It is of good quality, great price and my child loves it. The material is a little more &#34;silky&#34; or &#34;polyester&#34; feeling than I like, but it is an overall excellent choice. I purchased two sets of these and have owned them for 6 months now, they have been very durable and are well made.
5.0	Great diapers highly recommended family & friends tell me these are the best so far so good
5.0	I ordered the Baby Confynose for my grandson after reading other reviews.  I couldn't be happier.  It truly does express mucus and makes the baby and his mother rest better.  It is a real family treasure to help relieve the blockage in the baby's nose, and keep him comfortable afterward.  It is also easy to use, and easy to clean.  I highly recommend this item!
5.0	Came early and it looks like the picture
5.0	The product was perfect for what I needed.  The size was just right and the colors matched perfectly with my scheme.
5.0	For $10, this decal made my office space extraordinary, I'm always getting compliments on it. Very sharp looking and high quality. Good for smaller spaces, though---it wasn't as large as I thought it would be.
5.0	My newborn is 3 weeks old and he will spend 30-45min at a time just lying on his back batting at the hanging toys.  This is the only gym we have, so I can't compare it to any of the other play gyms, but I can tell you that this is a perfect solution for newborn playtime.
5.0	Got this for my nephew was not disappointed
5.0	These are great for my special needs daughter.  We are able to twist and bend in all sorts of different directions.  We are not yet sure if she is right or left handed so we are able to bed either way and that is awesome too!  Wish there were more designs but ducks are very cute!
5.0	The clip that came with the carseat bit the dust.  I put this one on and am very happy.  It works even better than the original clip!
5.0	If i could give this diaper 10 stars i would! It fits great, very trim and slender through the leg area, NO bulk. It is the softest diaper i own! My son is turning 2 in 2 weeks and has plenty of room left in a large :D
5.0	I'm amazed at how often I use these things!  I actually just left one at a restaurant, so I'll be buying another pack of these.  I keep them in my diaper bag, and we use them to attach toys to restaurant high chairs, the stroller, and even to baby or mom/dad when we're at church or something.  These work great to keep toys off the floor, but also so that mom and dad don't have to continually retrieve toys from elsewhere--they're only inches away!  The smallest size on the band can be a bit big for some of our baby's toys, but I just give it an extra loop and voila!  It works great with any size of toy!
5.0	The stroller has been all that we expected; wanted something easy to handle and easy to let up and down; it has exceeded our expectations.  Thanks for making life a little easier. Our 15 month old looks forward to  getting in and strolling the neighborhood or strolling the malls. She has been walking since 11 months but keeps her secure and comfortable when it's time to kick back and relax.
5.0	I have been using this nurser system since my first (now 4) was a newborn. I am so glad to see Playtex coming out with new products as my daughter now uses the Premium nursers. We have had so much success with these bottles.... I love the newer silcone nipple, my daughter seems to latch on to it better (whereas she turned away from the latex flat top nipple that comes on the nursers with the slide up burper - however my sons both took the flat top latex nipples), the dome lids are so much easier to get off of these bottles then the slim caps that come on all the others, and I love love love the clear nurser so that I can see how much formula she has drank.<br />As far as mothers not being able to mix 8 oz of formula (powder) in a bottle... I am just not so sure what they are talking about. I prepare bottles on the go all the time and have never had any issues.<br />I also love the breast pump adapter!!! Wonderful product Playtex has come out with here... wonderful!
5.0	Easy to assemble.  Easy to open and close.  Both kids (2 and 4.5) love it.  The color is great!
5.0	With creativity I was able to fit this on my schwinn jogging stroller. It doesn't go up all the way but it's perfect I still put baby's coat on I mostly bought it because my toddler loves to kick off his shoes and after a couple of lost shoes this is an awesome shoe saver lol. And bonus keeps his little legs n feet warm.
5.0	well, thinking for putting this in the tub for my little girls toys as I cannot find a corner to fit it in at her height.  Either it is a solid wall and a wall with the closet or the solid wall with the window on it and either way the ahmmock is so large it will not fit in between.  We are moving in spring so maybe we can find a house to fit the hammock.
5.0	I bought this for my friend's little boy. It is a very cute toy and the wings flap really well.
5.0	Great quality and easy to use.  The locking arm is held strongly by the metal brace and the 'bumpers' on the sides keep it from hurting the walls.  The dogs have tried to knock it down, but failed.  The 'lattice' is small enough to prevent legs from getting caught and twisted, but the material is tough and has survived many attacks.
5.0	This year, for Christmas, I purchased gifts for my grand children that did not require any screen, to include TV's, computers, tablets, etc.  I purchased gifts that were some sort of activity.  The kids loved them.  This is for the baby.  She loved the music.  Baby Einstein is fabulous.
5.0	So cute!  I bought it for my grandson, but would be cute for a granddaughter too.
5.0	I keep this blanket in my diaper bag because it is the perfect, lightweight blanket.  I love that it is so soft, but not bulky.  It has been great to have this summer when a blanket is needed for indoors, air conditioned places.
5.0	First of all, I never write reviews, but I was so pleased with this product that I thought I'd share my experience.  The Ergo Performance carrier is simply great.  I never thought I'd find a baby carrier that would work for me, but I am so happy with this purchase. I have always had a lot of back pain and I've never been able to use another carrier for more than a few minutes before I had to give up. I was hesitant to purchase this, due to the price, but I have no regrets.  This carrier really distributes the weight evenly and it doesn't hurt my back at all.  I was so surprised...I really didn't think a supportive, comfortable baby carrier existed.  My 5 month old daughter loves it, and it is very easy to use. The materials it is made of keep the carrier relatively cool, and it does not feel constricting when I wear it. The quality is excellent and it is clearly designed and sewn very well. It is not too bulky and folds up easily. My husband likes it, too. This purchase was worth the extra money and I think we'll be getting a lot of use out of it.  I wish I had gotten it sooner!
5.0	We received this as a gift when my son was about a month old. From the first time we used it, until he was about 3 months old, he loved it. Sometimes he would entertain himself for an entire hour - great break for me to eat and shower! I would highly recommend this toy. It is well worth the money.When he was 3 months old (an learned to roll over onto his stomach) he lost interest.
5.0	The product is what is says it is.  Very easy to use.  I have bought other products where it took several steps to just put on the wall and by this time didn't go up very smooth.
5.0	I didn't know about this bottle until my third child and I so regret that. I couldn't understand how a small bottle nipple could be compared to the breast but this one I understand. They work really well (no problems with airflow and baby getting milk out) and because they're made with silicon, they're soft and easy for baby to handle and mom to clean. All of the daycare providers loved them too!  They always knew which bottles were ours. We bought 2 small ones when she was small and then bought 3 big ones as she got bigger. Hope to use them with one more baby. Well worth the money!
5.0	This product is amazing!! Every first time mom needs one!! There are so many times you need to put the baby down and don't always want to fire up the swing or get out the high chair and the podseter is perfect! My baby will take a nap in the podster anywhere! We take it everywhere with us even the beach!
5.0	Got it fast. And love the set!!
5.0	This is one of the best purchases I've made in a long time! This highchair is so lightweight and easy to fold up and store, but we are using this daily as our highchair. We are so excited to take it with us for Thanksgiving dinner at my in-laws' house. Usually when we go over there to eat we have to hold our youngest in our laps--not anymore!! I didn't want another big, bulky highchair and we got rid of ours about 3 years ago. Such a smart design and the fabric cleans so easily. How do I know? Because the second day we had it my toddler threw up all over it...I just scrubbed it with a wet towel with dish soap and it's as good as new.<br />It's funny that some reviews have complained that the tray is too small. Well, this is a TRAVEL highchair, clearly stated in the product name. It provides plenty of room for what any young child would eat. Unless you're serving them a steak dinner, you will be fine!  Also, the tray is sized smaller than a regular highchair because it's made to fit in the handy pocket in the back of the highchair so that you can have everything together when you zip it up and take it with you. They have thought of everything, and we couldn't be happier!
5.0	This is the third double stroller that I have owned, and is without a doubt the last!  My Graco double was so heavy that I had a hard time pushing it, and it took up every inch of space in the back of my minivan.  Next I tried the Peg Perego Aria Twin and loved how lightweight and compact folding it was - but that was it!  It was the flimsiest piece of junk I've ever seen.  The stroller felt like it would snap in two every time we pushed it with two kids in there.  Not to it was impossible to steer without some serious muscle power, and it took 5 minutes to get it to close properly.  We were hesitant to spend the money on the Twin Traveller, but are very happy we did!  It is durable and sturdy, it is amazingly easy to push and get up curbs, the handles are positioned just perfectly for a comfortable hold, and it folds down to the size of a bag of golf clubs.  I have five kids, and have become quite the stroller critic over the years.  The only bad things I see with this model are that the baskets are a little small, and there is no child/parent cupholder.  When compared to the other drawbacks of the other doubles I've owned, these issues are very tolerable!  I highly recommend this stroller!
5.0	I bought another bath toy organizer on here a while ago, it's fish-shaped and really cheap. Don't waste your time/money on other organizers. The Skip Hop Tubby is the best, and even though it's more money than a lot of the other organizers, there's a reason for that. This organizer actually sticks to the bathtub wall and stays there (I can't stress this enough), and it dries quickly, and holds a lot of toys for the size. Don't think, just buy it!
5.0	sturdy; bought for a person who had twins - wonderful way to separate time for each child
5.0	This seems to be just the right balance between firm and comfy, the ONLY place where my baby has slept through the night starting at 5 weeks, and had to wake her up after she slept 9 1/2 hours 3 nights in a row!! Would highly recommend this mattress.
5.0	Very cute little bath toys. My daughter is 7 months old and love to chew on them and throw them around in the tub. Great quality product. Great price.
5.0	I love this blanket...it is just the right size and so soft. My 7-month old loves to run his hands over the fabric. It has held up wonderfully for 7-months and still looks brand new. We used it all winter when we were going out. I would definetly recommend this blanket to anyone...I would even like another one!
5.0	LOVE this diaper!! no problems and it held up very well.Plus my son isn't skinny,so it works great on him.
5.0	I think this is the best bottle out there!!! My daughter is very picky when it comes to bottles! When I first introduce this bottle to her along with warm breast milk I put a little breast milk all over the nipple and boom she drinking it right away!!!!! :) I was so happy that we finally found the right bottle for her:) (6months) I can now pump whatever I want so I have breast milk stored :)
5.0	We absolutely LOVE these. I have 6 kids and have used them consistently. Right now I have a 2 1/2 y/o (lol yes we are potty training but with a new sibling you know how that is going!) and a 4 month old so these are great. They are perfect sized for a BIG mess or for 2-4 smaller messes and with the tie handles you can close and open as needed. Also we use them for messed clothes whether it be from diaper explosions or just down right dirty. We even use them for older kids clothes (shirts, socks, undies, bathing suits...a pair of my older kids pants wouldn't fit but the rest does, and I'm talking older like 10, 11 and 17!) These are great for sooo many things I don't have the time or space to list them all and for every one I can tell you I'm sure someone else can think of 5 more :-)<br /><br /> So I'm going to give a few of you a very simple and logical answers to a two of your problems<br />1) The smell is too strong.<br />  Ok. So I can't completely disagree with this BUT of course when something is scented and is contained the smell is going to be stronger when you first open it and keep it in the same packaging. I have a quart sized Ziploc type bag in the diaper bag and that makes them portable and the smell isn't as strong but still you smell the scent not the poop (WHICH just a IMO, these work so great and even when the scent is really faded I would still rate these better then the others I have tried because they really keep the scent in and the scent of the bag I think is more for parents to think it makes it work better)<br /><br /> Also for those of us that use them at home I put the in a used wipes box and feed them through this helps lessen the smell AND bring me two the 2nd problem some people have had trouble with<br />2) The are hard to use (get out of box)<br />  So I have a solution for this... when I get a new box I open it completely and then separate it in thirds. Don't separate the bags  just put them in a empty pop up wipes box then carefully feed one through the pop up area and then gently pull up and use, the others will follow as long as you don't yank them out too hard or pull too fast. Easy, simple and you are re-purposing something :-)
5.0	Great organic comforter. I did not have any problems with washing or shrinking like the previous reviewers. My 2 year old loves this comforter.
5.0	These are the best ever! I have rather large breast so for me these were a great side and fit comfortable in my bra. I put them in upside down so the point of the heart faces up. I have found they stay in place better this way. They stop leaks and I have not leaked through them! Highly recommend!
5.0	I bought the North States Superyard 3-in-1 Metal Gate and then got two of these extension packs.  It works great as a kiddie corral for my 8 month son who crawls.  I can put him down and take care of other things without worrying about him getting into something.  My only small comment is that it was a little tricky to figure out how to link the gates together at first, but once I did figure it out, it was simple to do the rest.
5.0	This seat protector is AWESOME. It is much sturdier than the others we looked at and they protect the entire seat for a fraction of the price. They are very thick and once they have been removed from the original packaging, they regain their form. The raised area of the protector is a little small for the alpha elite car seat, but they still perform very well. Best part is that there are no more marks left on the seat in any of the vehicles that we have these in.
5.0	These bottles are GREAT-the only bottle and nipple my baby would use-  The only place I can purchase them is on-line at Amazon.com
5.0	These are the best and everyone should have them. Waited forever for them to come back in stock and ordered the day they did for a great price!  My daiper bag is so organized and it will be easy to keep it that way!
5.0	So tiny, & it has a great case. This will be easy to travel with when we go on vacation with the kiddos, as our old thermometer we used to travel with was several times the size. Easy to use, too.
5.0	Absolutely LOVE THIS!!
5.0	We went to Santa Cruz CA to adopt a baby a few years ago. He was in the NICU and was detoxing from Methadone. The doctors were using Morphine Sulphate orally every 3 hours. The timer on this was beyond useful since we used it to wake up for the midnight, 3 am and 6 am doses. Also it helped to remind us during the day but we were on high alert since he was the only baby we've adopted. After 8 weeks he was detoxed and we used it infrequently but when we needed it was a Godsend.
5.0	"Sophie is a great teether.  Her head squeaks when chewed, which is apparently very satisfying, and she has a second squeaker in her tummy.  Her legs are the perfect length/size for those \\""hard to reach spots\\"" on the side gums. My 12 month old little boy has loved Sophie since he was about 5 months old.  He doesn't like most teething toys, but he wants her!  In fact, we have 2.  One lives in his crib, and the other moves around our house.  Sophie is very sturdy, so I don't worry about him biting anything off.  And she is BPA free, which is comforting.  I also like that Sophie has been made exactly the same for generations in France.  She has stood the test of time- she is a classic.  I can't recommend this toy enough!"
5.0	Good quality seat. Much less expensive than most out there. Folds up really flat- great for tossing in the car and easy to manage- even with a bulky car seat and a diaper bag in tow! The little sun & moon toys are a bit annoying- they are attached to a pocket in the front of the seat and they get under the baby's feet and bug the heck out of him. I will probably just snip them off with scissors, so no big deal. This seat is totally worth the money!! <br />
5.0	Our first child had chewed on the spout so much that it couldn't be called &#34;no spill&#34; anymore, but the rest of the cup was still in great shape. So, when our second child came along this was the perfect solution to give new life to the old sippy cups. I'm sure we'll order more when child #3 needs them in a few months!
5.0	After using the Carter's brand sleeping blankets for awhile, my daughter started outgrowing them & I went on the hunt for something lightweight to replace them. This is perfect! I would highly recommend it.<br /><br />The size is a little larger than I was expecting, but it was actually a pleasant surprise. I think we'll get a lot longer use out of it. It's very soft & like other double gauze products, it softens up more with each wash. Having a zipper on the bottom as well as the top is a huge convenience. I love that I don't have to completely take this off to check or change her diaper. I'm tempted to get another just to have as a backup, we use this nearly every day.
5.0	Nice quality, shipped fast. Went to their website and ordered more!! This review is making me write more words.. Don't know what else to say about leggings
5.0	Very good for my daughter , she like it , it's colorful good for kids bathroom training and comfy for sitting on it
5.0	This is a must have for a toddler that has a hard time going to sleep. Choice of sounds, volume and length of time. Worked wonders.
5.0	Love this bib! They usually last me about 2 years and then the rubber(?) wears off quite a bit, but that's a pretty good run! They are so easy to clean (just wipe!) and they catch everything even liquid really well, and I like that they have the open pocket but are soft, not like the formed silicone ones. If you don't clean them immediately then food will dry on and you will have to soak a bit, if you scrub too hard you'll damage the covering. In a perfect world you'll always clean in right after eating, but in a toddler world...It's best to have two of these because if you do forget to clean one right away it might be really wet, so good to have a back-up. Two is all you'll need though, I swear!<br /><br />These do supposedly have a lifetime warranty, you can return them to be refreshed, but really that doesn't seem worth the cost/effort to me. With a two year run you'll probably only replace it once. I just bought what will probably be my last one, pretty sure by the time it's ready to wear out my 2.5 year old will be long out of bibs!
5.0	I first start to use it when my baby is 6 months. and now she is 15 months. we use this everyday. very easy to smash and wash.
5.0	I love these products. My 3 month old just was able to transition to this from the Halo swaddle and it's wonderful for the warm summer nights and he has plenty of room to grow into it :)
5.0	my girls loving playing with these but mostly out of the bath.  but they do work fine in the bath as well! they stick to the bathtub walls. and i ordered the &#34;boy&#34; set for my girls....i'm not really sure why a duck, a kite, a soccer ball, an apple, etc....are considered &#34;boys&#34;. they should re-label these as for all kids!!
5.0	The mat was what we expected it to be. My 3 yr old can easily roll it up by himself and put it away. The material is soft and washes well.
5.0	I am super in love with this carrier! My son instantly falls asleep when I wrap him in this! Great price too!!
5.0	Perfect for my new baby, Love Dr. Brown but the price was unbeatable and this will help get us by for a few weeks ounce our son is born.
5.0	This worked wonders in clearing up my grandsons nose. With one push of a button and a little wiggling, he was able to breath again.<br /><br />There is a trick to it… You have to hold the opposite nostril while you are sucking out the mucus or the suction will be weak. It was super easy to clean. I just rinsed out the collection cup under hot water in the sink and that was it.<br /><br />The one nice thing is that it came with 2 tips that can fit different size noses, and they’re not disposable. Yeah!<br /><br />This was a solid purchase that I'm glad I made. It's durable, easy to use and does the job quickly.
5.0	I bought two of these to tie back the curtains in the nursery. They look just like the picture - they are adorable and fit right in with my bumble bee theme! They were definitely worth the money.
5.0	I LOVE THEM!!! My Daughter is now 19 months old.  When we brought her home from the hospital, I bought these.  She had a very hard time latching on to the breast (the flap of skin under her tounge is longer than average), and had a hard time latching onto the advent bottles that I already had.  This playtex nurser was a god sent.  She latched on great from day one, I almost never had to burp her (from the begining)  She only spit up a handful of times, and I am positive that it is because of the collapsable liner.  Why would you use a bottle that is filled half with air?  And when they are done feeding, and continue to suck they are still not getting any air!
5.0	High quality, hand-made, wooden infant toys. My 4 month old loves these toys, especially the teething ring. I love that I know he isn't mouthing on plastics or chemicals. These toys will last for a very long time!
5.0	Graco has it down, just pop your base in & your child carrier & ready to go. All from just the car to stroll. Ease of use great and sturdy construction. Excellent investment!!
5.0	Bought this for my 11 year old daughter, who loves hello kitty, and she just loves it! Wish there were more colors.
5.0	After a lot of research I settled on this stroller and it was a great buy. Made and very sturdy. I have put quite a few miles on this and have no doubts this will last me a long time. Easy to assemble and quick to fold up and place it in the car. Be warned,  it does not fold up to be super small,  I have to lower the back seat in my Subaru Forester to get it to fit. Other than size,  I would recommend this to and runner/walker out there looking for a good stroller. Make sure and get the handle bar console as well. It helps a lot with bottles and snacks.
5.0	I bought this for myself. I used it everyday until my baby started moving more. She took her naps there and was cozy. I occasionally used it to sit on or as a pillow when I was in the floor with my baby.
5.0	I received the hand-me-down crib bedding set for my second child. The bedding set didn't come with a valance nor a crib mobile so I opted out of a mobile due to the individual price and found the matching valance. It's prettier in person and I bought it for a steal. Cheaper than the clearance rack in a baby store! I'm very happy with it and have been complemented on the pretty pattern. It's beautiful against pale blue walls.
5.0	My son managed to break my other gate, which was a very pretty free-standing wood one. This gate is metal and very heavy duty. It was easy to install-- I have it pressure mounted in a doorway that has no wood frame. We use it to keep our border collie confined to the family room, and she was terrified of it at first-- it makes a nice clanging noise when it closes. I'm not sure how it would be with a toddler, I used the standard wood pressure mounts when my kids were little. This is heavy, so I think I would use the wall mounts if I were using it for a tot who might grab on and pull it, possibly down on them. Extra protection is always best.
5.0	After reading mixed reviews for the Baby Brezza I debated whether we should get it, but I am totally glad we did! We have not had any issues at all- the bottles are consistent and our baby is happy. Yes, minor maintenance is necessary, but this amounts to wiping the dispensing hole with a dry cloth or paper towel daily to keep formula powder from gumming it up (I do it a few times a day-not a hassle), and washing the spout to keep it clean. In all I find that maintaining the Brezza is much simpler than hand measuring scoops and spilling formula everywhere. Plus, I never felt the hand-measured scoops were very consistent anyway. It is pricey and definitely a luxury, but if it is one you can afford I say go for it!
5.0	Fits the avent natural bottles.
5.0	I think we received every single play center offered in this website, but this one is by far the best!  My baby loves it.  He will not get tired of playing with it.  The music chimes, sold separately are also a must.  I suggest that if you want to registed for the best one, this is it.  It is good for tummy time and for playing on their backs.
5.0	It 's good .I love it .
5.0	Rubber, attaches around neck and difficult for baby to pull off.  Has a nice dip in the bottom to catch all the food that misses the mouth!  Easy to wipe off and clean.  I have two grandchildren under the age of 3, one is a boy, the other a girl so these colors of green & pink worked out great.  Would make a great shower gift and I love that I'll be able to use for quite some time.
5.0	Works just as I suspected. Like a crust cutter.  But actually I use it more to cut out my homemade bread.  Wonderful.
5.0	This costume was the perfect costume for our little boy's first Halloween. It was easy for him to crawl around in, super soft, and it was warm. The only thing that makes me sad, is that he only got to wear it a few times. He looks so cute in it, and now it is packed away because Halloween is over.
5.0	"My daughter is 6 months old and we love this travel system.  We can put a cooler with 12 sodas/waters in the storage basket for trips out.  It is super light to lift in the car.  We always use the 3 cup holders.  It pushes easily for me (5'6\\"") and my husband (6'4\\"").  It's easy tp clean. We bought it because it was super light and couldn't be happier."
5.0	Perfect size for newborn's or young baby's first basketball and rattle!  It is very soft and plush.  We love it!
5.0	Great product. Well made, functional, and cute. Love that it's reversible!  Bought this because a fellow mother said it was a must have.
5.0	LOVE this - even prettier in person.  Super soft and so absorbent.  Have purchased other bibs from this vendor - tons of cute styles!!
5.0	Great product!<br /> Super easy to use and effective.<br />My 2 year old loves to seat in her seat when we were in lines<br />It is a most have if you want to travel with you car seat
5.0	I'm 6'1&#34; and have found this stroller very easy to push. I do not kick the back of the stroller seat, nor do I step on the bar that is  attached to the two back wheels, because the bar curves away, and I don't have to hunch over to push it. It's very easy to push and glides very well, almost too well.  It also feels very lightweight and easy to pop up on curbs and some stairs. To collapse I push a button and pull teh strap in the middle of the seat. To open, I press the lever and it release and pops back open. Doesn't get much easier than this. My child appears comfortable.<br /><br />My spouse is 6'8&#34;...he does have to bend over to push the stroller, however he has to do this w/ the majority of the strollers out there.<br /><br />I wish the basket underneith was bigger to hold all of my junk.
5.0	Great activity and keepsake!
5.0	"I have so much appreciation for this product, that I am actually writing a review, which I never do.  Our 3-month-old has RSV and is really struggling with the mucus...to the point of throwing up due to gagging on it. I desperately tried to give her relief with the bulb nose aspirator and saline spray, but that hardly did anything.  I purchased BabyComfyNose and it did an amazing job of pulling out all the gunk!  Also, the comfortable wide tip had our baby much less upset compared to the bulb nose aspirator.  While I know there are a few concerns posted about risking your own lungs to illness with this product, I've been doing just fine so far and we decided to only have one parent use this as a precaution.  I also ran the idea by a friend of mine who is a biologist...her response was, \\""if my son had RSV again and this would help, I would do it.  I would do anything.\\"""
5.0	Easily fits Medela breast pumps at a fraction of the cost!
5.0	My daughter never took any other type of pacfiers other than the hospital one, so I looked for the same brand but different color (other than green )) ), pink and purple works for a girl. I got blue ones for my little boy.
